Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
EG12296	b3612	3785260	3786804	PGMI-MONOMER	WELL-CHARACTERIZED
G7051	b1963	2033119	2033421	G7051-MONOMER	PARTIAL
EG11351	b3628	3803058	3804137	EG11351-MONOMER	WELL-CHARACTERIZED
EG11963	b3605	3779827	3781017	L-LACTDEHYDROGFMN-MONOMER	WELL-CHARACTERIZED
EG10135	b0033	30817	34038	CARBPSYN-LARGE	WELL-CHARACTERIZED
G6579	b1122	1181264	1181725	G6579-MONOMER	UNCHARACTERIZED
G7225	b2356	2472112	2472387	G7225-MONOMER	PARTIAL
G6100	b0213	234816	235538	G6100-MONOMER	PARTIAL
G6229	b0380	399593	399805	G6229-MONOMER	UNCHARACTERIZED
EG10489	b1136	1195123	1196373	ISOCITDEH-SUBUNIT	WELL-CHARACTERIZED
EG11259	b4179	4406654	4409095	EG11259-MONOMER	WELL-CHARACTERIZED
EG10178	b0432	450663	451610	CYOA-MONOMER	WELL-CHARACTERIZED
EG12213	b3467	3605251	3605610	EG12213-MONOMER	UNCHARACTERIZED
EG11007	b0739	776342	777607	EG11007-MONOMER	WELL-CHARACTERIZED
EG11766	b3595	3767221	3767922	EG11766-MONOMER	
EG11706	b3679	3858401	3860116	YIDK-MONOMER	PARTIAL
EG10857	b2567	2703383	2704063	EG10857-MONOMER	WELL-CHARACTERIZED
EG11375	b2153	2242984	2243652	GTP-CYCLOHYDRO-I-MONOMER	WELL-CHARACTERIZED
EG10314	b4319	4548285	4548788	EG10314-MONOMER	PARTIAL
EG11918	b4002	4201263	4201688	EG11918-MONOMER	WELL-CHARACTERIZED
EG30107	b3977	4175472	4175556	tyrU-tRNA	WELL-CHARACTERIZED
EG11256	b0382	401386	401646	EG11256-MONOMER	WELL-CHARACTERIZED
G6887	b1647	1724736	1725632	G6887-MONOMER	PARTIAL
EG10696	b0932	990622	993234	EG10696-MONOMER	WELL-CHARACTERIZED
EG11499	b3184	3331770	3332735	EG11499-MONOMER	PARTIAL
EG11937	b4060	4274760	4275041	EG11937-MONOMER	PARTIAL
EG11656	b1940	2015868	2016554	EG11656-MONOMER	WELL-CHARACTERIZED
G6260	b0484	508875	511379	MONOMER0-4382 // G6260-MONOMER	WELL-CHARACTERIZED
G6519	b1008	1070365	1070955	G6519-MONOMER	WELL-CHARACTERIZED
EG12697	b2895	3039855	3040376	OX-FLAVODOXIN2 // FLAVODOXIN2-MONOMER	WELL-CHARACTERIZED
EG10471	b0975	1035770	1036357	EG10471-MONOMER	PARTIAL
G7295	b2466	2581734	2582777	G7295-MONOMER	UNCHARACTERIZED
EG12245	b3519	3669592	3671241	TREHALACYTO-MONOMER	WELL-CHARACTERIZED
G6387	b0718	749722	752169	G6387-MONOMER	PARTIAL
EG12290	b3586	3752963	3754099	EG12290-MONOMER	PARTIAL
EG10244	b4362	4600978	4601517	EG10244-MONOMER	WELL-CHARACTERIZED
EG10398	b3926	4115714	4117222	GLYCEROL-KIN-MONOMER	WELL-CHARACTERIZED
G7420	b2739	2864236	2865012	G7420-MONOMER	PARTIAL
EG11791	b2934	3078887	3079330	CMTB-MONOMER	WELL-CHARACTERIZED
G6463	b0881	922913	923233	G6463-MONOMER	WELL-CHARACTERIZED
G6224	b0373	392602	392901	MONOMER0-4242	UNCHARACTERIZED
G6424	b0821	857796	859061	G6424-MONOMER	UNCHARACTERIZED
EG10022	b4015	4217109	4218413	ISOCIT-LYASE-MONOMER	WELL-CHARACTERIZED
G7406	b2683	2810344	2810679	G7406-MONOMER	WELL-CHARACTERIZED
G6181	b0316	333501	334433	G6181-MONOMER	PARTIAL
G7105	b2060	2133490	2135652	G7105-MONOMER	WELL-CHARACTERIZED
EG12030	b2162	2254245	2255186	EG12030-MONOMER	WELL-CHARACTERIZED
G6469	b0906	956762	957454	G6469-MONOMER	UNCHARACTERIZED
G7158	b2245	2358042	2358845	G7158-MONOMER	WELL-CHARACTERIZED
EG11424	b3622	3796948	3798207	EG11424-MONOMER	PARTIAL
EG12739	b3094	3246652	3247428	PD03270	PARTIAL
EG11660	b1929	2008277	2009482	EG11660-MONOMER	PARTIAL
G6640	b1287	1348980	1350107	G6640-MONOMER	PARTIAL
G6749	b1438	1509508	1509924	G6749-MONOMER	PARTIAL
EG12396	b2067	2143266	2146583	EG12396-MONOMER	WELL-CHARACTERIZED
G7138	b2106	2185917	2186741	G7138-MONOMER	WELL-CHARACTERIZED
G0-10589	b4593	1222990	1223163	MONOMER0-2818	UNCHARACTERIZED
G6138	b0264	279178	279681	G6138-MONOMER	PARTIAL
EG11855	b3890	4079751	4079969	EG11855-MONOMER	UNCHARACTERIZED
G0-10700		2278258	2278498		
EG11881	b3931	4120416	4121747	EG11881-MONOMER	WELL-CHARACTERIZED
G7846	b4181	4410133	4410534	G7846-MONOMER	UNCHARACTERIZED
G7825	b4121	4344929	4345558	G7825-MONOMER	UNCHARACTERIZED
G6443	b0845	886131	887339	G6443-MONOMER	UNCHARACTERIZED
EG10223	b0840	881976	882734	PD01196	WELL-CHARACTERIZED
G6327	b0582	608065	609177	MONOMER0-4232	PARTIAL
EG11235	b0797	830872	832236	EG11235-MONOMER	WELL-CHARACTERIZED
EG10762	b2891	3035184	3036282	EG10762-MONOMER	WELL-CHARACTERIZED
G0-9582	b4415	607836	607988	MONOMER0-1581	PARTIAL
EG12409	b2468	2583546	2585525	EG12409-MONOMER	PARTIAL
EG10432	b0154	173602	174882	GSAAMINOTRANS-MONOMER	WELL-CHARACTERIZED
EG11399	b3509	3655966	3656292	EG11399-MONOMER	WELL-CHARACTERIZED
EG11011	b0738	775849	776277	EG11011-MONOMER	PARTIAL
G7372	b2637	2771148	2771615	G7372-MONOMER	UNCHARACTERIZED
EG10993	b3616	3790320	3791345	THREODEHYD-MONOMER	WELL-CHARACTERIZED
EG11757	b4168	4395585	4396046	EG11757-MONOMER	WELL-CHARACTERIZED
G7895	b4273	4498595	4499500	MONOMER0-4451	UNCHARACTERIZED
EG11316	b3571	3737497	3739527	ALPHA-AMYL-PERI-MONOMER	WELL-CHARACTERIZED
EG10234	b0896	944033	944896	DMSC-MONOMER	WELL-CHARACTERIZED
G6708	b1387	1451597	1453642	G6708-MONOMER	WELL-CHARACTERIZED
EG11018	b1421	1492470	1494110	TRG-MONOMER	WELL-CHARACTERIZED
EG10978	b3228	3376279	3376776	EG10978-MONOMER	WELL-CHARACTERIZED
G6806	b1519	1607346	1608104	G6806-MONOMER	PARTIAL
EG11677	b0760	792316	793788	MODF-MONOMER	PARTIAL
EG12146	b3205	3347115	3347969	EG12146-MONOMER	WELL-CHARACTERIZED
G6950	b1755	1837212	1838747	YNJC-MONOMER	PARTIAL
G6805	b1518	1606999	1607289	G6805-MONOMER	WELL-CHARACTERIZED
EG12161	b0297	314357	315244	EG12161-MONOMER	
EG12874	b0412	432312	432851	EG12874-MONOMER	UNCHARACTERIZED
EG30074	b4010	4213040	4213159	RRFE-RRNA	WELL-CHARACTERIZED
EG10741	b4235	4457959	4459311	EG10741-MONOMER	WELL-CHARACTERIZED
G6513	b0992	1052289	1053362	G6513-MONOMER	PARTIAL
EG11710	b3683	3862497	3863603	GLVC-MONOMER	PARTIAL
G7364	b2629	2765513	2765776	G7364-MONOMER	UNCHARACTERIZED
EG11514	b3214	3361176	3361940	EG11514-MONOMER	UNCHARACTERIZED
EG10044	b1739	1821918	1822256	EG10044-MONOMER	PARTIAL
G6568	b1108	1165143	1165685	G6568-MONOMER	UNCHARACTERIZED
EG10145	b4400	4638178	4639530	EG10145-MONOMER	UNCHARACTERIZED
EG11558	b0037	36271	37824	CAIC-MONOMER	WELL-CHARACTERIZED
EG11945	b4071	4289245	4289811	CYTOCHROMEC-MONOMER	WELL-CHARACTERIZED
EG11803	b2992	3140311	3140799	EG11803-MONOMER	WELL-CHARACTERIZED
G7211	b2340	2456327	2456812	G7211-MONOMER	WELL-CHARACTERIZED
EG10836	b1564	1645633	1645872	EG10836-MONOMER	WELL-CHARACTERIZED
G0-10697					
G7026	b1877	1961972	1962460	G7026-MONOMER	UNCHARACTERIZED
EG10505	b3168	3313342	3316014	MONOMER0-4539 // MONOMER0-4538 // EG10505-MONOMER	WELL-CHARACTERIZED
G0-9121	b4539	2089211	2089465	MONOMER0-1041	WELL-CHARACTERIZED
EG12405	b1220	1273784	1275178	EG12405-MONOMER	PARTIAL
G6878	b1635	1714377	1714982	GST-MONOMER	WELL-CHARACTERIZED
G0-17109	b4834	3729386	3729545	RNA0-427	PARTIAL
EG12193	b1000	1062855	1063775	EG12193-MONOMER	WELL-CHARACTERIZED
EG10622	b0086	94650	96008	UDP-NACMURALGLDAPAALIG-MONOMER	WELL-CHARACTERIZED
G0-8870	b4449	3311183	3311398	SRAG-RNA	WELL-CHARACTERIZED
EG10098	b3734	3918316	3919857	ATPA-MONOMER	WELL-CHARACTERIZED
EG50001	b3186	3333140	3333451	EG50001-MONOMER	WELL-CHARACTERIZED
RUVA	b1861	1945365	1945976	EG10923-MONOMER	WELL-CHARACTERIZED
G6270	b0496	520416	522830	YBBP-MONOMER	PARTIAL
G7156	b2229	2334336	2334959	G7156-MONOMER	UNCHARACTERIZED
EG11142	b2230	2334956	2336644	EG11142-MONOMER	UNCHARACTERIZED
EG11146	b2405	2521593	2522477	EG11146-MONOMER	WELL-CHARACTERIZED
EG11795	b2808	2941650	2942567	PD00339	WELL-CHARACTERIZED
G6205	b0352	373868	374881	MHPELY-MONOMER	WELL-CHARACTERIZED
EG11524	b0706	738092	738853	EG11524-MONOMER	PARTIAL
EG11274	b1265	1323038	1323082	EG11274-MONOMER	PARTIAL
G7512	b2899	3042489	3043148	G7512-MONOMER	PARTIAL
EG10207	b0166	185123	185947	MONOMER0-2001	WELL-CHARACTERIZED
G6643	b1296	1357802	1359187	B1296-MONOMER	WELL-CHARACTERIZED
G7176	b2269	2382713	2383924	G7176-MONOMER	WELL-CHARACTERIZED
EG10088	b3433	3573775	3574878	ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER	WELL-CHARACTERIZED
G6431	b0831	870967	871887	YLIC-MONOMER	WELL-CHARACTERIZED
G6106	b0222	243543	244121	G6106-MONOMER	WELL-CHARACTERIZED
G0-10588	b4592	1040445	1040537	MONOMER0-2817	PARTIAL
G6658	b1320	1382963	1383961	G6658-MONOMER	WELL-CHARACTERIZED
G0-16659	b4638	1434958	1435008	G0-16659-MONOMER	
EG11178	b3167	3312777	3313178	EG11178-MONOMER	WELL-CHARACTERIZED
G6609	b4491	1219601	1222248	G6609-MONOMER	
EG10697	b2908	3053515	3054840	EG10697-MONOMER	WELL-CHARACTERIZED
EG10575	b4345	4576912	4577958	EG10575-MONOMER	PARTIAL
EG10194	b2751	2873992	2875419	CYSN-MONOMER	WELL-CHARACTERIZED
EG11252	b0923	975622	976326	EG11252-MONOMER	WELL-CHARACTERIZED
EG10533	b4043	4257115	4257723	PD00205	WELL-CHARACTERIZED
G7323	b2520	2647326	2652287	G7323-MONOMER	WELL-CHARACTERIZED
G6338	b0612	645117	646580	B0612-MONOMER	WELL-CHARACTERIZED
EG11391	b4376	4611396	4612001	EG11391-MONOMER	PARTIAL
EG10846	b3593	3762183	3766316	EG10846-MONOMER	UNCHARACTERIZED
EG10069	b4254	4477307	4478311	CHAINI-MONOMER	WELL-CHARACTERIZED
EG11468	b3823	4007757	4008377	RHTC-MONOMER	WELL-CHARACTERIZED
EG11902	b3943	4136108	4137013	EG11902-MONOMER	WELL-CHARACTERIZED
EG11388	b1925	2005303	2005713	EG11388-MONOMER	PARTIAL
EG10792	b4005	4204642	4205931	GLYCRIBONUCSYN-MONOMER	WELL-CHARACTERIZED
G7843	b4166	4392928	4394067	G7843-MONOMER	WELL-CHARACTERIZED
EG12631	b4476	3575721	3577061	GNTU-MONOMER	WELL-CHARACTERIZED
G7818	b3975	4175213	4175368		
EG30103	b3273	3423580	3423655	thrV-tRNA	WELL-CHARACTERIZED
EG11827	b4090	4313350	4313799	RIB5PISOMB-MONOMER	WELL-CHARACTERIZED
G6533	b1026	1094275	1095141	MONOMER0-4443	UNCHARACTERIZED
EG20173	b2297	2414747	2416891	PHOSACETYLTRANS-MONOMER	WELL-CHARACTERIZED
EG11697	b3677	3856415	3856864	EG11697-MONOMER	UNCHARACTERIZED
G7302	b2485	2606262	2606912	MONOMER0-142	PARTIAL
G7055	b1967	2035835	2036686	G7055-MONOMER	WELL-CHARACTERIZED
G0-17030	b4784	3086145	3086288	MONOMER0-4496	UNCHARACTERIZED
EG11866	b3902	4093448	4094272	RHAMNULPALDOL-MONOMER	WELL-CHARACTERIZED
EG10870	b4203	4426108	4426557	EG10870-MONOMER	WELL-CHARACTERIZED
G6253	b0458	478781	479251	G6253-MONOMER	UNCHARACTERIZED
EG11639	b1533	1620238	1621137	EG11639-MONOMER	WELL-CHARACTERIZED
G0-17092	b4817	1755496	1755690	MONOMER0-4545	UNCHARACTERIZED
G7845	b4180	4409275	4410006	G7845-MONOMER	WELL-CHARACTERIZED
G7551	b2985	3133244	3133957	G7551-MONOMER	PARTIAL
G6873	b1629	1706919	1709141	G6873-MONOMER	WELL-CHARACTERIZED
EG11010	b0737	775153	775845	EG11010-MONOMER	PARTIAL
EG11447	b2696	2818961	2819146	EG11447-MONOMER	PARTIAL
EG10883	b3318	3451382	3451684	EG10883-MONOMER	WELL-CHARACTERIZED
EG11368	b2262	2375962	2376819	NAPHTHOATE-SYN-MONOMER	WELL-CHARACTERIZED
EG12054	b2196	2292961	2294904	EG12054-MONOMER	WELL-CHARACTERIZED
EG10906	b3341	3473542	3474081	EG10906-MONOMER	WELL-CHARACTERIZED
EG10682	b3360	3490266	3490829	PABASYN-COMPII-MONOMER	WELL-CHARACTERIZED
G6882	b1642	1720390	1720824	G6882-MONOMER	WELL-CHARACTERIZED
G6974	b1788	1874078	1874182	G6974-MONOMER	UNCHARACTERIZED
EG10420	b2507	2630958	2632535	GMP-SYN-MONOMER	WELL-CHARACTERIZED
G6337	b0610	643557	643967	G6337-MONOMER	PARTIAL
G7491	b2872	3008764	3009975	G7491-MONOMER	PARTIAL
EG10774	b1207	1260928	1261875	PRPPSYN-MONOMER	WELL-CHARACTERIZED
EG12182	b0434	453589	454167	EG12182-MONOMER	UNCHARACTERIZED
EG10719	b4098	4318761	4319606	EG10719-MONOMER	WELL-CHARACTERIZED
G7446	b2788	2919406	2920746	G7446-MONOMER	PARTIAL
EG10998	b0002	337	2799	ASPKINIHOMOSERDEHYDROGI-MONOMER	WELL-CHARACTERIZED
G7297	b2474	2593844	2595859	G7297-MONOMER	WELL-CHARACTERIZED
G7121	b2084	2167735	2168001		
G0-10715	b4705	852869	852997	MONOMER0-4216	UNCHARACTERIZED
EG11407	b1189	1237571	1238869	DALADEHYDROGA-MONOMER	WELL-CHARACTERIZED
G6226	b0375	394506	395129	G6226-MONOMER	PARTIAL
EG10064	b3959	4156013	4156789	ACETYLGLUTKIN-MONOMER	WELL-CHARACTERIZED
G0-10752	b4713	3648294	3648375	RNA0-380	WELL-CHARACTERIZED
G6467	b0900	948660	949568	G6467-MONOMER	PARTIAL
G0-10473	b4566	4533796	4534053	MONOMER0-2695	PARTIAL
EG13238	b1993	2065219	2065764	COBU-MONOMER	PARTIAL
G7743	b3400	3529348	3529749	G7743-MONOMER	WELL-CHARACTERIZED
EG11212	b4178	4406190	4406615	EG11212-MONOMER	PARTIAL
EG11729	b3719	3899408	3900577	EG11729-MONOMER	PARTIAL
G0-8892	b4599	1622646	1622741	MONOMER0-766	UNCHARACTERIZED
EG11090	b0159	178455	179153	EG11090-MONOMER	WELL-CHARACTERIZED
G6284	b0515	543261	544046	G6284-MONOMER	WELL-CHARACTERIZED
G7081	b2001	2074779	2076311	G7081-MONOMER	UNCHARACTERIZED
EG12738	b3093	3245224	3246522	EXUT-MONOMER	WELL-CHARACTERIZED
G7167	b2254	2367071	2368039	G7167-MONOMER	WELL-CHARACTERIZED
G7240	b2377	2495050	2495292	G7240-MONOMER	PARTIAL
EG30077	b3854	4037519	4040423	RRLA-RRNA	WELL-CHARACTERIZED
G6236	b0419	437161	438135	G6236-MONOMER	WELL-CHARACTERIZED
EG11748	b0132	146968	147870	EG11748-MONOMER	PARTIAL
EG11184	b3448	3586943	3587383	EG11184-MONOMER	PARTIAL
G7849	b4184	4411979	4412377	G7849-MONOMER	UNCHARACTERIZED
G6729	b1410	1479138	1480895	G6729-MONOMER	UNCHARACTERIZED
EG11159	b2923	3068173	3068808	YGGA-MONOMER	WELL-CHARACTERIZED
G370	b1879	1962972	1965050	G370-MONOMER	PARTIAL
EG10320	b1892	1977847	1978197	EG10320-MONOMER	WELL-CHARACTERIZED
EG11026	b1262	1318427	1319788	PRAI-IGPS	WELL-CHARACTERIZED
G6588	b1144	1201776	1202084	G6588-MONOMER	UNCHARACTERIZED
G7607	b3088	3238580	3239545	G7607-MONOMER	PARTIAL
G6418	b0815	851014	852597	G6418-MONOMER	WELL-CHARACTERIZED
EG11095	b0404	424337	424918	EG11095-MONOMER	WELL-CHARACTERIZED
EG10629	b0543	568315	568647	EMRE-MONOMER	WELL-CHARACTERIZED
G6872	b1628	1706348	1706926	G6872-MONOMER	WELL-CHARACTERIZED
G6432	b0832	871890	872801	YLID-MONOMER	WELL-CHARACTERIZED
EG10236	b4052	4264314	4265729	EG10236-MONOMER	WELL-CHARACTERIZED
EG11947	b4073	4290476	4291432	NRFD-MONOMER	PARTIAL
EG10213	b0381	399829	400923	DALADALALIGA-MONOMER	WELL-CHARACTERIZED
EG10588	b3938	4128078	4128395	PD04032	WELL-CHARACTERIZED
G0-10430	b4516	1049833	1050108	MONOMER0-4228	UNCHARACTERIZED
EG11569	b0054	54755	57109	EG11569-MONOMER	WELL-CHARACTERIZED
G7417	b2736	2861430	2862338	G7417-MONOMER	PARTIAL
G7096	b2045	2117124	2118404	G7096-MONOMER	WELL-CHARACTERIZED
EG11525	b3484	3624378	3625514	EG11525-MONOMER	PARTIAL
EG10075	b2329	2446388	2447473	AROC-MONOMER	WELL-CHARACTERIZED
G7349	b2583	2719223	2719921	G7349-MONOMER	WELL-CHARACTERIZED
EG10280	b2344	2461306	2462646	EG10280-MONOMER	WELL-CHARACTERIZED
EG11711	b3684	3863899	3864615	EG11711-MONOMER	PARTIAL
EG11187	b3594	3766337	3767179	EG11187-MONOMER	PARTIAL
EG11039	b2600	2738948	2740069	CHORISMUTPREPHENDEHYDROG-MONOMER	WELL-CHARACTERIZED
EG10060	b0396	411297	412481	ARAJ-MONOMER	PARTIAL
G6437	b0837	878742	879857	G6437-MONOMER	PARTIAL
G7245	b2382	2501130	2501987	G7245-MONOMER	PARTIAL
G7126	b2089	2170532	2171398	MONOMER0-4447	UNCHARACTERIZED
G6094	b0186	209679	211820	LDC2-MONOMER	WELL-CHARACTERIZED
EG12017	b2136	2225801	2226379	EG12017-MONOMER	PARTIAL
G7023	b1873	1957032	1958132	G7023-MONOMER	WELL-CHARACTERIZED
G6564	b1104	1162247	1162624	G6564-MONOMER	UNCHARACTERIZED
EG10332	b4152	4379377	4379772	FUM-MEMB1	WELL-CHARACTERIZED
G7376	b2641	2772167	2773182	G7376-MONOMER	
G0-16680	b4718	3658992	3659082	RNA0-392	WELL-CHARACTERIZED
EG10107	b3572	3739705	3740958	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	WELL-CHARACTERIZED
G7006	b1833	1916258	1917541	G7006-MONOMER	PARTIAL
EG10116	b3723	3905731	3906567	EG10116-MONOMER	PARTIAL
EG12202	b4241	4466299	4467246	EG12202-MONOMER	WELL-CHARACTERIZED
EG50003	b1094	1151615	1151851	OCTANOYL-ACP // LIPOYL-ACP // CIS-DELTA5-DODECENOYL-ACP // TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP // SUCC-ACP // CIS-DELTA3-DECENOYL-ACP // BETA-KETO-CIS-DELTA5-DODECENOYL-ACP // BETA-HYDROXY-CIS-DELTA5-DODECENOYL-ACP // MONOMER-4603 // MONOMER-4565 // BUT-2-ENOYL-ACP // 3R-3-HYDROXYOCTANOYL-ACP // 2-HEXADECENOYL-ACP // ACP-MONOMER // EG50003-MONOMER	WELL-CHARACTERIZED
EG12802	b3196	3340275	3341252	YRBG-MONOMER	PARTIAL
G7301	b2484	2604811	2606250	MONOMER0-141	PARTIAL
EG10284	b3891	4080299	4081228	EG10284-MONOMER	PARTIAL
EG11313	b3907	4099491	4100525	RHAT-MONOMER	WELL-CHARACTERIZED
G6779	b1485	1559014	1559910	YDDQ-MONOMER	PARTIAL
G7166	b2253	2365910	2367067	G7166-MONOMER	WELL-CHARACTERIZED
G7209	b4661	2452356	2455001	G7209-MONOMER	
EG11769	b0498	527581	527949	EG11769-MONOMER	UNCHARACTERIZED
EG10783	b3725	3907593	3908366	PSTB-MONOMER	WELL-CHARACTERIZED
EG10828	b3700	3880148	3881221	EG10828-MONOMER	PARTIAL
EG11339	b3631	3805943	3807067	EG11339-MONOMER	WELL-CHARACTERIZED
EG12164	b4395	4633797	4634444	PGAM2-MONOMER	PARTIAL
EG10825	b2822	2959060	2962428	EG10825-MONOMER	WELL-CHARACTERIZED
EG11832	b3861	4044199	4045629	EG11832-MONOMER	PARTIAL
EG11650	b0209	231122	231922	EG11650-MONOMER	UNCHARACTERIZED
EG10312	b4313	4542037	4542633	EG10312-MONOMER	WELL-CHARACTERIZED
G7368	b2633	2768665	2769486	G7368-MONOMER	UNCHARACTERIZED
G0-10454	b4536	1908925	1909164	MONOMER0-2676	UNCHARACTERIZED
G6600	b1160	1211680	1212003	G6600-MONOMER	WELL-CHARACTERIZED
EG10123	b3973	4173082	4174047	BIOTINLIG-MONOMER	WELL-CHARACTERIZED
G6988	b1802	1884665	1885789	G6988-MONOMER	WELL-CHARACTERIZED
EG10449	b2019	2090192	2091091	ATPPHOSRIBOSTRANS-MONOMER	WELL-CHARACTERIZED
EG10573	b1159	1210346	1211179	EG10573-MONOMER	PARTIAL
EG11922	b4023	4231359	4231631	EG11922-MONOMER	UNCHARACTERIZED
G6475	b0927	983650	984297	G6475-MONOMER	WELL-CHARACTERIZED
G6095	b0187	211877	212266	G6095-MONOMER	UNCHARACTERIZED
EG12303	b1100	1156777	1157574	EG12303-MONOMER	PARTIAL
G6894	b1664	1744871	1746127	G6894-MONOMER	PARTIAL
EG12362	b2265	2379348	2380643	MENF-MONOMER	WELL-CHARACTERIZED
EG10156	b0882	923264	925540	EG10156-MONOMER	WELL-CHARACTERIZED
G6128	b0253	268097	268960	G6128-MONOMER	PARTIAL
G6421	b0818	853647	854765	G6421-MONOMER	PARTIAL
G7342	b2548	2678384	2679367	G7342-MONOMER	PARTIAL
EG10953	b3908	4100810	4101430	SUPEROX-DISMUTMN-MONOMER	WELL-CHARACTERIZED
EG10714	b4105	4323336	4324352	PHND-MONOMER	WELL-CHARACTERIZED
EG10094	b0930	987585	988985	ASNS-MONOMER	WELL-CHARACTERIZED
EG11747	b0131	146314	146694	MONOMER0-1843 // MONOMER0-1842 // ASPDECARBOX-MONOMER	WELL-CHARACTERIZED
G6098	b0190	214291	214836	G6098-MONOMER	UNCHARACTERIZED
G0-8869	b4448	3238374	3238561		
G7590	b3052	3195320	3196753	G7590-MONOMER	WELL-CHARACTERIZED
G6360	b0656	687997	688977	MONOMER0-4235	PARTIAL
EG30102	b3976	4175388	4175463	thrU-tRNA	WELL-CHARACTERIZED
G7877	b4243	4470527	4470913	G7877-MONOMER	WELL-CHARACTERIZED
EG10721	b4096	4317215	4317895	PHNL-MONOMER	PARTIAL
EG10496	b3771	3953478	3955328	DIHYDROXYACIDDEHYDRAT-MONOMER	WELL-CHARACTERIZED
G6981	b1795	1879007	1879255	G6981-MONOMER	UNCHARACTERIZED
EG20049	b4477	3872995	3873612	DEHYDDEOXPHOSGALACT-ALDOL-MONOMER	WELL-CHARACTERIZED
G0-10651	b4685	3307853	3307933	MONOMER0-2878	UNCHARACTERIZED
G0-16697		4326005	4326081	RNA0-396	PARTIAL
EG30073	b3274	3423668	3423787	RRFD-RRNA	WELL-CHARACTERIZED
G0-17102	b4827	2001912	2002106	RNA0-420	PARTIAL
EG10453	b2514	2639301	2640575	HISS-MONOMER	WELL-CHARACTERIZED
EG31116	b4458	4158278	4158394	OXYS-RNA	WELL-CHARACTERIZED
G6085	b0021	19811	20314	G7762-MONOMER	UNCHARACTERIZED
EG10705	b1278	1339330	1340094	PGPPHOSPHAB-MONOMER	WELL-CHARACTERIZED
EG11940	b4065	4279980	4281629	YJCE-MONOMER	PARTIAL
G6166	b0295	312112	312339	G6166-MONOMER	UNCHARACTERIZED
EG11150	b2481	2601201	2601818	MONOMER0-152	PARTIAL
EG11798	b0106	114522	115724	EG11798-MONOMER	UNCHARACTERIZED
G6769	b1462	1533282	1533851	G6769-MONOMER	UNCHARACTERIZED
EG11332	b2498	2620246	2620872	URACIL-PRIBOSYLTRANS-MONOMER	WELL-CHARACTERIZED
G7188	b2294	2412100	2412594	G7188-MONOMER	UNCHARACTERIZED
G0-10706		4441225	4441330	RNA0-368	UNCHARACTERIZED
EG11958	b4086	4308489	4309469	YJCV-MONOMER	WELL-CHARACTERIZED
EG11670	b2222	2324109	2324759	ATOA-MONOMER	WELL-CHARACTERIZED
G6704	b1382	1445687	1445872	G6704-MONOMER	PARTIAL
EG12268	b3547	3710799	3712007	YHJX-MONOMER	PARTIAL
G0-17078	b4805	2737381	2737542	RNA0-407	PARTIAL
EG12073	b2214	2310479	2311534	EG12073-MONOMER	WELL-CHARACTERIZED
EG11498	b3262	3411653	3412537	EG11498-MONOMER	PARTIAL
EG12438	b2263	2376834	2377592	EG12438-MONOMER	WELL-CHARACTERIZED
EG12661	b0654	685929	686669	GLTJ-MONOMER	PARTIAL
G6423	b0820	855963	857555	G6423-MONOMER	PARTIAL
G7088	b2015	2087329	2088258	G7088-MONOMER	PARTIAL
G7147	b2175	2269979	2270545	G7147-MONOMER	WELL-CHARACTERIZED
EG30016	b2348	2466309	2466383	argW-tRNA	WELL-CHARACTERIZED
G6448	b0858	897989	898477	G6448-MONOMER	UNCHARACTERIZED
G0-17094	b4819	2512687	2512776	MONOMER0-4547	UNCHARACTERIZED
EG10922	b3974	4174076	4175026	PANTOTHENATE-KIN-MONOMER	WELL-CHARACTERIZED
EG11563	b0042	43188	44129	EG11563-MONOMER	PARTIAL
EG10366	b0758	789983	791029	GALACTURIDYLYLTRANS-MONOMER	WELL-CHARACTERIZED
EG10433	b3803	3987885	3989066	HEMX-MONOMER	UNCHARACTERIZED
EG10511	b3942	4133835	4136015	HYDROPEROXIDI-MONOMER	WELL-CHARACTERIZED
G7309	b2492	2613934	2614782	FOCB-MONOMER	WELL-CHARACTERIZED
G6346	b0620	653862	654542	PHOSPHO-DPIA // G6346-MONOMER	WELL-CHARACTERIZED
G6672	b1340	1405979	1406542	G6672-MONOMER	PARTIAL
G0-10456	b4538	2078575	2078931	MONOMER0-2678	UNCHARACTERIZED
G6219	b0367	386971	387798	TAUC-MONOMER	WELL-CHARACTERIZED
G0-16685	b4722	4556913	4556996	MONOMER0-4390	PARTIAL
EG11439	b2686	2812616	2814154	EMRB-MONOMER	WELL-CHARACTERIZED
EG10594	b2148	2236743	2237753	MGLC-MONOMER	WELL-CHARACTERIZED
EG10119	b0777	811522	812277	EG10119-MONOMER	WELL-CHARACTERIZED
G6133	b0258	272847	273992	G6133-MONOMER	UNCHARACTERIZED
EG11661	b1930	2009479	2009712	EG11661-MONOMER	PARTIAL
EG11502	b0196	219591	219995	RCSF-MONOMER	PARTIAL
G6861	b1605	1679557	1680939	ARCD-MONOMER	PARTIAL
G7038	b1919	1998494	1999480	DCYSDESULF-MONOMER	WELL-CHARACTERIZED
G7218	b2349	2466545	2467702	G7218-MONOMER	WELL-CHARACTERIZED
