Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
def	b3287	3433690	3434199	peptide deformylase	WELL-CHARACTERIZED
wecC	b3787	3971260	3972522	UDP-<i>N</i>-acetyl-D-mannosamine dehydrogenase	WELL-CHARACTERIZED
yceD	b1088	1146794	1147315	DUF177 domain-containing protein YceD	UNCHARACTERIZED
potA	b1126	1184458	1185594	spermidine preferential ABC transporter ATP binding subunit	WELL-CHARACTERIZED
yihG	b3862	4045670	4046602	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG	PARTIAL
yrdD	b3283	3431420	3431962	putative DNA topoisomerase	PARTIAL
glnU	b0670	696865	696939	tRNA-Gln(UUG)	WELL-CHARACTERIZED
lolA	b0891	937372	937983	outer membrane lipoprotein carrier protein	PARTIAL
cysH	b2762	2887578	2888312	phosphoadenosine phosphosulfate reductase	WELL-CHARACTERIZED
yahV	b4730	331802	331876	protein YahV	UNCHARACTERIZED
yhaB	b3120	3267854	3268393	protein YhaB	UNCHARACTERIZED
gadW	b3515	3663890	3664618	DNA-binding transcriptional dual regulator GadW	WELL-CHARACTERIZED
yadM	b0138	152243	152812	putative fimbrial protein YadM	PARTIAL
edd	b1851	1932793	1934604	phosphogluconate dehydratase	WELL-CHARACTERIZED
mdtQ	b2139	2227323	2228758	putative multidrug resistance outer membrane protein MdtQ	
hypD	b2729	2852136	2853257	Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD	WELL-CHARACTERIZED
ycbV	b0943	1003439	1003954	putative fimbrial protein YcbV	PARTIAL
eutA	b2451	2565481	2566884	ethanolamine ammonia-lyase reactivase EutA	PARTIAL
fepD	b0590	621185	622189	ferric enterobactin ABC transporter membrane subunit FebD	WELL-CHARACTERIZED
ppdC	b2823	2962441	2962764	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC	UNCHARACTERIZED
ybfF	b0686	712038	712802	esterase	PARTIAL
rmf	b0953	1015715	1015882	ribosome modulation factor	WELL-CHARACTERIZED
nrfG	b4076	4293543	4294139	putative formate-dependent nitrite reductase complex subunit NrfG	PARTIAL
ycgX	b1161	1212703	1213107	DUF1398 domain-containing protein YcgX	UNCHARACTERIZED
ylbH	b0499	527949	528659	putative RHS domain-containing protein YlbH	
fic	b3361	3490861	3491463	putative adenosine monophosphate&mdash;protein transferase Fic	PARTIAL
rrfG	b2588	2726069	2726188	5S ribosomal RNA	WELL-CHARACTERIZED
ydiK	b1688	1769074	1770186	putative transporter YdiK	PARTIAL
allB	b0512	539147	540508	allantoinase	WELL-CHARACTERIZED
yciA	b1253	1311848	1312246	acyl-CoA thioesterase YciA	WELL-CHARACTERIZED
nikR	b3481	3618588	3618989	DNA-binding transcriptional repressor NikR	WELL-CHARACTERIZED
dcm	b1961	2030899	2032317	DNA-cytosine methyltransferase	PARTIAL
cysC	b2750	2873387	2873992	adenylyl-sulfate kinase	WELL-CHARACTERIZED
xseB	b0422	441101	441343	exodeoxyribonuclease VII subunit XseB	WELL-CHARACTERIZED
tdcD	b3115	3262452	3263660	propionate kinase	WELL-CHARACTERIZED
lysS	b2890	3033657	3035174	lysine&mdash;tRNA ligase	WELL-CHARACTERIZED
hscB	b2527	2658952	2659467	[Fe-S] cluster biosynthesis co-chaperone HscB	PARTIAL
ykiA	b0392	408609	408950	DUF2773 domain-containing protein YkiA	
agaS	b3136	3281976	3283130	putative galactosamine-6-phosphate deaminase/isomerase	PARTIAL
gpr	b3001	3147897	3148937	L-glyceraldehyde 3-phosphate reductase	WELL-CHARACTERIZED
phnH	b4100	4320663	4321247	carbon-phosphorus lyase core complex subunit PhnH	PARTIAL
cyoB	b0431	448650	450641	cytochrome <i>bo</i><sub>3</sub> subunit 1	WELL-CHARACTERIZED
ypdI	b2376	2494698	2494973	colanic acid synthesis putative lipoprotein YpdI	PARTIAL
matP	b0956	1018485	1018937	macrodomain Ter protein	WELL-CHARACTERIZED
thrB	b0003	2801	3733	homoserine kinase	WELL-CHARACTERIZED
naRNA2		4326205	4326281	naRNA2	UNCHARACTERIZED
gmhB	b0200	222833	223408	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase	WELL-CHARACTERIZED
yehA	b2108	2187380	2188414	putative fimbrial adhesin YehA	PARTIAL
yjaG	b3999	4199504	4200094	DUF416 domain-containing protein YjaG	UNCHARACTERIZED
phr	b0708	739507	740925	deoxyribodipyrimidine photolyase	WELL-CHARACTERIZED
rusA	b0550	573371	573733	DLP12 prophage; crossover junction endodeoxyribonuclease RusA	PARTIAL
pgl	b0767	798586	799581	6-phosphogluconolactonase	WELL-CHARACTERIZED
lptF	b4261	4486218	4487318	lipopolysaccharide transport system protein LptF	WELL-CHARACTERIZED
yfiS	b4783	2725925	2725987	protein YfiS	UNCHARACTERIZED
yhhW	b3439	3578950	3579645	quercetin 2,3-dioxygenase	PARTIAL
acrD	b2470	2587595	2590708	multidrug efflux pump RND permease AcrD	WELL-CHARACTERIZED
insCD1		381351	382579	IS2 element transposase InsAB'	PARTIAL
lfgA	b2643	2775919	2776377	CP4-57 prophage; putative antirestriction protein	UNCHARACTERIZED
ppx	b2502	2625115	2626656	exopolyphosphatase	WELL-CHARACTERIZED
yafP	b0234	252709	253161	putative <i>N</i>-acetyltransferase YafP	PARTIAL
insC1	b0360	381351	381716	IS2 element protein InsA	WELL-CHARACTERIZED
wcaB	b2058	2132067	2132555	colanic acid biosynthesis acetyltransferase WcaB	WELL-CHARACTERIZED
rrlH	b0204	225759	228662	23S ribosomal RNA	WELL-CHARACTERIZED
ykiC	b4731	383960	384079	protein YkiC	UNCHARACTERIZED
ymjB	b4524	1381789	1381902	hypothetical protein YmjB	
hyfB	b2482	2601818	2603836	hydrogenase 4 component B	PARTIAL
yiaC	b3550	3713652	3714092	peptidyl-lysine <i>N</i>-acetyltransferase YiaC	WELL-CHARACTERIZED
bax	b3570	3736353	3737177	putative glycoside hydrolase Bax	PARTIAL
yabQ	b0057	59121	59279	protein YabQ	UNCHARACTERIZED
yfeK	b2419	2537342	2537716	DUF5329 domain-containing protein YfeK	UNCHARACTERIZED
rpsF	b4200	4425118	4425513	30S ribosomal subunit protein S6	WELL-CHARACTERIZED
ydhL	b1648	1725681	1725920	DUF1289 domain-containing protein YdhL	UNCHARACTERIZED
tauA	b0365	385232	386194	taurine ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
citC	b0618	650798	651856	citrate lyase synthetase	WELL-CHARACTERIZED
mdlB	b0449	470636	472417	ABC transporter family protein MdlB	PARTIAL
gndA		2100863	2101027	heat shock-induced protein GndA	PARTIAL
yrfJ	b4820	3490132	3490185	protein YrfJ	UNCHARACTERIZED
asphoP	b4843	1190165	1190508	small antisense RNA AsphoP	UNCHARACTERIZED
ybaA	b0456	476672	477025	DUF1428 domain-containing protein YbaA	UNCHARACTERIZED
uxuB	b4323	4552901	4554361	D-mannonate oxidoreductase	WELL-CHARACTERIZED
ghxP	b4064	4278479	4279828	guanine/hypoxanthine transporter GhxP	WELL-CHARACTERIZED
ynjB	b1754	1836073	1837239	putative ABC transporter periplasmic binding protein YnjB	PARTIAL
nuoG	b2283	2397439	2400165	NADH:quinone oxidoreductase subunit G	WELL-CHARACTERIZED
betB	b0312	327261	328733	betaine aldehyde dehydrogenase	WELL-CHARACTERIZED
bdcR	b4251	4474124	4474717	putative transcriptional regulator BdcR	PARTIAL
panE	b0425	443604	444515	2-dehydropantoate 2-reductase	WELL-CHARACTERIZED
mlaF	b3195	3339256	3340065	intermembrane phospholipid transport system, ATP binding subunit MlaF	WELL-CHARACTERIZED
rutC	b1010	1071773	1072159	3-aminoacrylate deaminase	WELL-CHARACTERIZED
ydhP	b1657	1736121	1737290	putative transporter YdhP	PARTIAL
yejF	b2180	2276300	2277889	oligopeptide ABC transporter ATP binding subunit YejF	WELL-CHARACTERIZED
nnr	b4167	4394066	4395613	NAD(P)HX epimerase / NAD(P)HX dehydratase	WELL-CHARACTERIZED
eutJ	b2454	2569501	2570337	putative ethanolamine utilization chaperonin EutJ	PARTIAL
trmJ	b2532	2662583	2663323	tRNA Cm32/Um32 methyltransferase	WELL-CHARACTERIZED
yfgH	b2505	2629792	2630310	lipoprotein YfgH	UNCHARACTERIZED
lacA	b0342	361249	361860	galactoside <i>O</i>-acetyltransferase	PARTIAL
ycgJ	b1177	1226600	1226968	PF05666 family protein YcgJ	UNCHARACTERIZED
thiQ	b0066	72229	72927	thiamine ABC transporter ATP binding subunit	PARTIAL
ycgY	b1196	1245160	1245600	uncharacterized protein YcgY	UNCHARACTERIZED
fecC	b4289	4512411	4513409	ferric citrate ABC transporter membrane subunit FecC	WELL-CHARACTERIZED
yfcQ	b2334	2450587	2451075	putative fimbrial protein YfcQ	PARTIAL
kdgT	b3909	4101690	4102673	2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter	WELL-CHARACTERIZED
sfmF	b0534	563330	563845	putative fimbrial protein SfmF	PARTIAL
ubiV	b3159	3302489	3303367	ubiquinone biosynthesis protein UbiV	WELL-CHARACTERIZED
yadL	b0137	151626	152231	putative fimbrial protein YadL	PARTIAL
yjbQ	b4056	4270238	4270654	PF01894 family protein YjbQ	UNCHARACTERIZED
yeeN	b1983	2056858	2057574	putative transcriptional regulator YeeN	PARTIAL
cdaR	b0162	182463	183620	DNA-binding transcriptional activator CdaR	WELL-CHARACTERIZED
glmU	b3730	3913830	3915200	fused N-acetylglucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyltransferase	WELL-CHARACTERIZED
cysM	b2421	2538672	2539583	cysteine synthase B	WELL-CHARACTERIZED
ypjA	b2647	2778146	2782726	adhesin-like autotransporter YpjA	PARTIAL
yiaF	b3554	3718334	3719044	DUF3053 domain-containing protein YiaF	UNCHARACTERIZED
naRNA6		4325805	4325881	naRNA6	UNCHARACTERIZED
yaiP	b0363	382739	383935	putative glucosyltransferase	PARTIAL
bepA	b2494	2616094	2617557	&beta;-barrel assembly-enhancing protease	WELL-CHARACTERIZED
rnhB	b0183	204493	205089	RNase HII	WELL-CHARACTERIZED
hycF	b2720	2844210	2844752	hydrogenase 3 [Fe-S] protein HycF	WELL-CHARACTERIZED
cusC	b0572	595600	596973	copper/silver export system outer membrane channel	WELL-CHARACTERIZED
aaeR	b3243	3389520	3390449	DNA-binding transcriptional activator AaeR	PARTIAL
ydfA	b1571	1648508	1648663	Qin prophage; DUF1391 domain-containing protein YdfA	UNCHARACTERIZED
abgB	b1337	1401810	1403255	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	WELL-CHARACTERIZED
hisB	b2022	2093468	2094535	imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase	WELL-CHARACTERIZED
rpsM	b3298	3442115	3442471	30S ribosomal subunit protein S13	WELL-CHARACTERIZED
asnU	b1986	2059851	2059926	tRNA-Asn(GUU)	WELL-CHARACTERIZED
wcaM	b2043	2114502	2115896	putative colanic acid biosynthesis protein WcaM	PARTIAL
potD	b1123	1181783	1182829	spermidine preferential ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
tauD	b0368	387795	388646	taurine dioxygenase	WELL-CHARACTERIZED
ygfX	b2896	3040416	3040823	protein YgfX	UNCHARACTERIZED
folB	b3058	3204221	3204589	dihydroneopterin aldolase	WELL-CHARACTERIZED
ydcY	b1446	1517648	1517881	DUF2526 domain-containing protein YdcY	UNCHARACTERIZED
sdhE	b2897	3040804	3041070	FAD assembly factor	PARTIAL
prmB	b2330	2447508	2448440	ribosomal protein L3 <i>N</i><sup>5</sup>-glutamine methyltransferase	WELL-CHARACTERIZED
yjeV	b4670	4392892	4392945	uncharacterized protein YjeV	UNCHARACTERIZED
rrsA	b3851	4035531	4037072	16S ribosomal RNA	WELL-CHARACTERIZED
ulaR	b4191	4417698	4418453	DNA-binding transcriptional repressor UlaR	WELL-CHARACTERIZED
thiS	b4407	4192637	4192837	sulfur carrier protein ThiS	WELL-CHARACTERIZED
proQ	b1831	1914836	1915534	RNA chaperone ProQ	WELL-CHARACTERIZED
lsrR	b1512	1600288	1601241	DNA-binding transcriptional repressor LsrR	WELL-CHARACTERIZED
ybgD	b0719	752229	752795	putative fimbrial protein YbgD	PARTIAL
chbF	b1734	1817148	1818500	monoacetylchitobiose-6-phosphate hydrolase	WELL-CHARACTERIZED
prlC	b3498	3643140	3645182	oligopeptidase A	WELL-CHARACTERIZED
ydeP	b1501	1584207	1586486	putative oxidoreductase YdeP	PARTIAL
atoC	b2220	2321866	2323251	DNA-binding transcriptional activator AtoC-phosphorylated // DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC	WELL-CHARACTERIZED
ydgJ	b1624	1703268	1704308	putative oxidoreductase YdgJ	PARTIAL
insH2	b0552	574737	575717	DLP12 prophage; IS<i>5</i> transposase and trans-activator	PARTIAL
hspQ	b0966	1028404	1028721	heat shock protein HspQ	WELL-CHARACTERIZED
pgi	b4025	4233758	4235407	glucose-6-phosphate isomerase	WELL-CHARACTERIZED
xylB	b3564	3727917	3729371	xylulokinase	WELL-CHARACTERIZED
slmA	b3641	3814494	3815090	nucleoid occlusion factor SlmA	WELL-CHARACTERIZED
narH	b1225	1283604	1285142	nitrate reductase A subunit &beta;	WELL-CHARACTERIZED
rhlB	b3780	3964365	3965630	ATP-dependent RNA helicase RhlB	WELL-CHARACTERIZED
ybhA	b0766	797613	798431	pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase	WELL-CHARACTERIZED
yghT	b2986	3134131	3134823	putative ATP-binding protein YghT	PARTIAL
ldcA	b1192	1242166	1243080	murein tetrapeptide carboxypeptidase	WELL-CHARACTERIZED
dinD	b3645	3817760	3818584	DNA damage-inducible protein D	PARTIAL
nudI	b2251	2364554	2364979	pyrimidine deoxynucleotide diphosphatase NudI	WELL-CHARACTERIZED
yhiI	b3487	3629535	3630602	putative membrane fusion protein YhiI	PARTIAL
wbbH	b2035	2106060	2107226	O-antigen polymerase	PARTIAL
yciT	b1284	1343597	1344346	DNA-binding transcriptional dual regulator YciT	PARTIAL
ykfH	b4504	264026	264247	DUF987 domain-containing protein YkfH	UNCHARACTERIZED
yliM	b4736	850332	850397	protein YliM	UNCHARACTERIZED
potE	b0692	716946	718265	putrescine transporter PotE	WELL-CHARACTERIZED
hyuA	b2873	3010028	3011413	phenylhydantoinase	PARTIAL
yeeJ	b1978	2044995	2052014	inverse autotransporter adhesin	PARTIAL
yehR	b2123	2211225	2211686	DUF1307 domain-containing lipoprotein YehR	UNCHARACTERIZED
emrD	b3673	3853922	3855106	multidrug efflux pump EmrD	WELL-CHARACTERIZED
yecD	b1867	1950832	1951398	isochorismatase family protein YecD	UNCHARACTERIZED
bioB	b0775	809344	810384	biotin synthase	WELL-CHARACTERIZED
yhbQ	b3155	3299966	3300268	DNA damage response nuclease YhbQ	WELL-CHARACTERIZED
tsaD	b3064	3209530	3210543	N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaD subunit	WELL-CHARACTERIZED
trpA	b1260	1316416	1317222	tryptophan synthase subunit &alpha;	WELL-CHARACTERIZED
menD	b2264	2377589	2379259	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	WELL-CHARACTERIZED
ybaN	b0468	490882	491259	DUF454 domain-containing inner membrane protein YbaN	UNCHARACTERIZED
rydB	b4430	1764713	1764780	small regulatory RNA RydB	PARTIAL
sapD	b1291	1352636	1353628	ABC transporter ATP binding protein SapD	WELL-CHARACTERIZED
ybeL	b0643	675018	675500	DUF1451 domain-containing protein YbeL	UNCHARACTERIZED
rpsT	b0023	20815	21078	30S ribosomal subunit protein S20	WELL-CHARACTERIZED
tufB	b3980	4175944	4177128	translation elongation factor Tu 2	PARTIAL
lrhA	b2289	2405703	2406641	DNA-binding transcriptional dual regulator LrhA	WELL-CHARACTERIZED
metK	b2942	3086706	3087860	methionine adenosyltransferase	WELL-CHARACTERIZED
glxR	b0509	536586	537464	tartronate semialdehyde reductase 2	WELL-CHARACTERIZED
nagE	b0679	703944	705890	N-acetylglucosamine-specific PTS enzyme IIABC component	WELL-CHARACTERIZED
csgA	b1042	1104447	1104902	curlin	PARTIAL
purR	b1658	1737844	1738869	DNA-binding transcriptional repressor PurR	WELL-CHARACTERIZED
borD	b0557	578600	578893	DLP12 prophage; prophage lipoprotein BorD	PARTIAL
cynS	b0340	359489	359959	cyanase	WELL-CHARACTERIZED
csgD	b1040	1102546	1103196	DNA-binding transcriptional dual regulator CsgD	WELL-CHARACTERIZED
ynfM	b1596	1669699	1670952	putative transporter YnfM	PARTIAL
cpdB	b4213	4434622	4436565	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	WELL-CHARACTERIZED
asnW	b1984	2058027	2058102	tRNA-Asn(GUU)	WELL-CHARACTERIZED
tolB	b0740	777740	779032	Tol-Pal system periplasmic protein TolB	WELL-CHARACTERIZED
bcsQ	b3534	3695233	3695985	cellulose biosynthesis protein	
gutQ	b2708	2829813	2830778	D-arabinose 5-phosphate isomerase GutQ	WELL-CHARACTERIZED
G0-10705		4058171	4058242		
yebF	b1847	1930034	1930390	secreted protein YebF	UNCHARACTERIZED
yebK	b1853	1936652	1937521	DNA-binding transcriptional repressor YebK	WELL-CHARACTERIZED
allG	b4572	548357	549616	oxamate carbamoyltransferase subunit AllG	PARTIAL
ychS	b1228	1286709	1286984	putative uncharacterized protein YchS	UNCHARACTERIZED
trhO	b1055	1116807	1117859	tRNA U34 hydroxylase TrhO	WELL-CHARACTERIZED
gshB	b2947	3091878	3092828	glutathione synthetase	WELL-CHARACTERIZED
acpS	b2563	2700618	2700998	holo-[acyl-carrier-protein] synthase	WELL-CHARACTERIZED
yedI	b1958	2028449	2029366	DUF808 domain-containing inner membrane protein YedI	UNCHARACTERIZED
sgbH	b3581	3748577	3749239	3-keto-L-gulonate-6-phosphate decarboxylase SgbH	WELL-CHARACTERIZED
allS	b0504	531295	532221	DNA-binding transcriptional activator AllS	WELL-CHARACTERIZED
ybjQ	b0866	904593	904916	putative heavy metal binding protein YbjQ	PARTIAL
yneE	b1520	1608108	1609022	PF01062 family inner membrane protein YneE	PARTIAL
dpaA	b0224	245065	245805	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A	WELL-CHARACTERIZED
aslB	b3800	3982958	3984193	putative anaerobic sulfatase maturation enzyme AslB	PARTIAL
srlD	b2705	2827737	2828516	sorbitol-6-phosphate 2-dehydrogenase	WELL-CHARACTERIZED
paaC	b1390	1455164	1455910	phenylacetyl-CoA 1,2-epoxidase, structural subunit	WELL-CHARACTERIZED
paaG	b1394	1458264	1459052	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	WELL-CHARACTERIZED
fixX	b0044	45463	45750	putative ferredoxin FixX	PARTIAL
yjiR	b4340	4570162	4571574	fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR	PARTIAL
gatD	b2091	2171833	2172873	galactitol-1-phosphate 5-dehydrogenase	WELL-CHARACTERIZED
flxA	b1566	1646405	1646737	Qin prophage; PF14282 family protein FlxA	UNCHARACTERIZED
pdxJ	b2564	2700998	2701729	pyridoxine 5'-phosphate synthase	WELL-CHARACTERIZED
matA	b0294	310746	311336	DNA-binding transcriptional dual regulator MatA	PARTIAL
rsmI	b3146	3292475	3293335	16S rRNA 2'-<i>O</i>-ribose C1402 methyltransferase	WELL-CHARACTERIZED
narJ	b1226	1285139	1285849	nitrate reductase 1 molybdenum cofactor assembly chaperone	WELL-CHARACTERIZED
thiE	b3993	4193569	4194204	thiamine phosphate synthase	WELL-CHARACTERIZED
ycbU	b0942	1002889	1003431	putative fimbrial protein YcbU	PARTIAL
pepQ	b3847	4031161	4032492	Xaa-Pro dipeptidase	WELL-CHARACTERIZED
dgcM	b1341	1406563	1407795	diguanylate cyclase DgcM	WELL-CHARACTERIZED
insC2	b1403	1468784	1469149	IS2 insertion element repressor InsA	PARTIAL
plsX	b1090	1147621	1148691	putative phosphate acyltransferase	WELL-CHARACTERIZED
gltX	b2400	2519257	2520672	glutamate&mdash;tRNA ligase	WELL-CHARACTERIZED
dgoD	b4478	3871850	3872998	L-galactonate dehydratase / D-galactonate dehydratase	WELL-CHARACTERIZED
nfrA	b0568	587982	590954	exopolysaccharide secretion system outer membrane protein NfrA	PARTIAL
rdlD	b4454	3700136	3700199	antisense regulatory RNA RdlD	WELL-CHARACTERIZED
fepB	b0592	623554	624510	ferric enterobactin ABC transporter periplasmic binding protein	WELL-CHARACTERIZED
sppA	b1766	1848837	1850693	protease IV, a signal peptide peptidase	WELL-CHARACTERIZED
ydfZ	b1541	1629215	1629418	putative selenoprotein YdfZ	PARTIAL
kilR	b1352	1418008	1418229	Rac prophage; inhibitor of FtsZ	PARTIAL
yiaN	b3578	3744804	3746081	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	WELL-CHARACTERIZED
fkpA	b3347	3476607	3477419	peptidyl-prolyl <i>cis-trans</i> isomerase/OMP chaperone FkpA	WELL-CHARACTERIZED
yjjY	b4402	4640402	4640542	uncharacterized protein YjjY	UNCHARACTERIZED
yqcA	b2790	2922535	2922984	putative flavodoxin YqcA	PARTIAL
gltW	b2590	2729369	2729444	tRNA-Glu(UUC)	WELL-CHARACTERIZED
osmF	b2131	2218564	2219481	glycine betaine ABC transporter periplasmic binding protein OsmF	WELL-CHARACTERIZED
dosC	b1490	1565758	1567140	diguanylate cyclase DosC	WELL-CHARACTERIZED
pbl	b2854	2993939	2994441	transglycosylase domain-containing protein Pbl	
G0-10702		3354064	3354169		
mutL	b4170	4397412	4399259	DNA mismatch repair protein MutL	WELL-CHARACTERIZED
atoS	b2219	2320043	2321869	sensor histidine kinase AtoS	WELL-CHARACTERIZED
glgX	b3431	3569346	3571319	limit dextrin alpha-1,6-glucohydrolase	WELL-CHARACTERIZED
setB	b2170	2263863	2265044	sugar exporter SetB	PARTIAL
ileT	b3852	4037141	4037217	tRNA-Ile(GAU)	WELL-CHARACTERIZED
ymfK	b1145	1202259	1202933	e14 prophage; putative repressor protein YmfK	PARTIAL
htrL	b3618	3792826	3793683	protein HtrL	UNCHARACTERIZED
ydiP	b1696	1778390	1779301	DNA-binding transcriptional regulator YdiP	PARTIAL
ybaK	b0481	506603	507082	Cys-tRNA<sup>Pro</sup>/Cys-tRNA<sup>Cys</sup> deacylase YbaK	WELL-CHARACTERIZED
ycaM	b0899	947229	948659	putative transporter YcaM	PARTIAL
ndh	b1109	1166085	1167389	NADH:quinone oxidoreductase II	WELL-CHARACTERIZED
gpmM	b3612	3785260	3786804	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	WELL-CHARACTERIZED
drpB	b1963	2033119	2033421	cell division protein DrpB	PARTIAL
waaB	b3628	3803058	3804137	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	WELL-CHARACTERIZED
lldD	b3605	3779827	3781017	L-lactate dehydrogenase	WELL-CHARACTERIZED
carB	b0033	30817	34038	carbamoyl-phosphate synthetase large subunit	WELL-CHARACTERIZED
ymfA	b1122	1181264	1181725	putative inner membrane protein YmfA	UNCHARACTERIZED
yfdM	b2356	2472112	2472387	CPS-53 (KpLE1) prophage; putative methyltransferase YfdM	PARTIAL
yafS	b0213	234816	235538	putative S-adenosyl-L-methionine-dependent methyltransferase	PARTIAL
yaiZ	b0380	399593	399805	DUF2754 domain-containing protein YaiZ	UNCHARACTERIZED
icd	b1136	1195123	1196373	isocitrate dehydrogenase	WELL-CHARACTERIZED
